Station_Sample_ID,Date,Season,State,District,Water_Body_Name,Water_Source_Type,Water_Temperature_C,pH,Dissolved_Oxygen_DO_mg_L,Biochemical_Oxygen_Demand_BOD_mg_L,Chemical_Oxygen_Demand_COD_mg_L,Total_Dissolved_Solids_TDS_mg_L,Turbidity_NTU,Nitrate_NO3_mg_L,Fluoride_F_mg_L,Arsenic_As_mg_L,Lead_Pb_mg_L,Fecal_Coliform_MPN_100ml,Water_Quality_Index_WQI,CPCB_Water_Quality_Class,Potability_Use_Assessment
IND-WQ-000094,2023-07-10,Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),27.5,9.67,0.91,18.97,107.3,985.9,189.9,61.57,1.08,0.0199,0.0189,25000,38.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000095,2026-04-25,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),28.5,7.25,9.54,3.21,8.1,171.1,14.9,7.22,0.43,0.0044,0.0064,600,40.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000096,2025-04-10,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),31.2,9.19,0.84,42.46,243.8,1498.9,58.3,49.62,1.64,0.0217,0.0272,25000,36.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000097,2026-01-17,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),21.4,6.97,2.03,12.27,77.7,924.2,62.1,54.25,1.58,0.0233,0.023,450000,32.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000098,2023-07-06,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),27.3,7.72,5.49,5.29,25.7,450.9,76.7,10.79,0.53,0.0034,0.0073,1200,43.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000099,2025-03-29,Pre-Monsoon / Summer,Odisha,Puri,Chilika Lake,Lake / Lagoon,32.4,7.15,8.97,1.95,4.9,237.8,8.4,5.1,0.69,0.003,0.0015,140,76.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000100,2025-10-17,Post-Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),20.5,7.84,4.93,3.98,13.3,541.1,24.3,13.24,0.73,0.0076,0.0158,4800,45.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000101,2023-05-12,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),34.1,8.3,0.15,39.98,175.1,1627.7,28.0,58.2,0.91,0.0151,0.0521,180000,27.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000102,2025-05-21,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),27.9,7.75,0.55,46.66,206.2,1965.9,47.0,34.11,1.42,0.021,0.0247,180000,32.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000103,2024-09-26,Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),25.5,7.75,8.62,2.11,8.4,281.9,83.3,4.12,0.56,0.0058,0.0033,140,78.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000104,2024-11-21,Post-Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),26.1,8.74,1.38,49.45,228.4,1247.7,65.8,33.86,1.01,0.0144,0.0546,450000,25.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000105,2024-11-22,Post-Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),23.8,7.48,4.33,4.72,18.5,709.4,13.7,18.91,0.52,0.0109,0.0163,2400,42.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000106,2026-01-27,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),19.4,7.66,0.76,42.98,199.1,1830.2,52.0,29.89,1.42,0.0068,0.0419,25000,30.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000107,2025-11-23,Post-Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),24.6,7.07,5.91,5.85,28.4,491.3,24.9,31.38,0.55,0.0115,0.012,4800,52.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000108,2024-08-04,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,29.2,8.16,0.77,48.27,182.4,1688.1,187.0,46.04,0.95,0.0098,0.0292,1200000,35.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000109,2023-06-20,Pre-Monsoon / Summer,Tamil Nadu,Chennai,Cooum River,River (Surface Water),29.0,8.91,0.0,50.16,210.6,1594.4,52.1,28.87,1.53,0.0096,0.0214,68000,33.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000110,2025-02-22,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),18.1,6.98,0.5,52.08,284.2,1874.1,63.3,27.59,1.79,0.0095,0.0372,450000,36.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000111,2025-12-18,Winter,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),20.4,6.98,5.89,5.54,18.6,469.9,34.0,25.73,0.77,0.0056,0.0089,1200,51.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000112,2023-06-30,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),30.6,6.88,3.61,6.53,29.0,299.0,30.2,15.36,0.89,0.0081,0.0161,8500,36.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000113,2023-01-19,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),23.6,9.27,0.85,54.47,200.8,1051.6,30.4,58.18,0.97,0.0233,0.012,180000,29.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000114,2026-06-03,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),34.9,7.86,7.23,3.02,9.9,279.3,9.9,10.9,0.39,0.0011,0.0047,140,41.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000115,2026-01-23,Winter,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),23.5,8.4,2.02,19.28,95.4,1058.0,46.1,44.64,1.41,0.0089,0.0509,450000,27.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000116,2025-05-30,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,28.5,8.01,1.1,47.26,201.8,2092.1,51.4,52.89,1.29,0.0198,0.0198,25000,32.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000117,2026-08-13,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,25.8,7.34,0.0,50.25,299.3,1579.3,202.2,53.66,1.37,0.0102,0.0515,1200000,27.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000118,2023-06-24,Pre-Monsoon / Summer,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),27.6,8.48,1.43,9.59,33.8,663.6,73.9,39.37,1.77,0.0106,0.043,1200000,35.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000119,2026-05-30,Pre-Monsoon / Summer,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),32.7,7.7,3.43,7.25,30.8,470.0,21.9,27.15,0.73,0.0078,0.0036,4800,31.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000120,2023-02-23,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),18.9,6.94,3.66,1.23,3.3,461.9,8.8,12.64,0.86,0.0203,0.009,20,34.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000121,2024-11-25,Post-Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),23.8,6.84,7.14,1.51,4.3,219.8,5.0,2.03,0.62,0.003,0.0042,140,81.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000122,2025-05-12,Pre-Monsoon / Summer,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,29.4,8.28,0.47,38.63,144.7,1622.5,53.9,41.25,1.55,0.027,0.0329,180000,34.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000123,2023-12-15,Winter,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,18.8,7.79,5.6,1.98,7.3,250.2,7.5,1.98,0.62,0.0031,0.0058,600,63.7,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-000124,2024-03-18,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),35.2,8.12,3.14,10.46,40.8,858.2,67.7,40.11,0.82,0.0277,0.0278,1200000,35.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000125,2025-04-12,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),29.8,6.89,3.37,4.45,13.5,648.2,27.3,13.2,1.12,0.009,0.0052,4800,37.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000126,2024-08-02,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),26.5,7.27,5.72,2.81,11.0,285.3,90.1,1.29,0.33,0.0023,0.0041,350,79.2,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000127,2023-10-09,Post-Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),23.0,8.68,5.14,5.56,17.5,740.3,22.6,25.27,0.57,0.011,0.0125,1200,28.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000128,2023-12-26,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,21.4,8.85,0.0,31.5,116.0,1079.6,33.3,40.73,0.85,0.0127,0.0419,68000,36.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000129,2025-07-03,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),28.1,7.91,0.91,49.43,207.9,1953.4,155.4,44.72,1.75,0.0118,0.0226,25000,33.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000130,2025-04-02,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),33.8,8.24,1.18,17.84,95.6,729.0,29.2,33.28,1.35,0.0145,0.0166,180000,30.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000131,2025-06-10,Pre-Monsoon / Summer,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),31.3,7.77,4.13,4.26,14.1,563.5,26.0,23.58,1.16,0.0074,0.0053,14000,52.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000132,2025-08-10,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),27.1,7.59,7.43,1.53,4.0,296.7,56.4,2.25,0.34,0.0047,0.004,80,77.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000133,2024-10-02,Post-Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),24.6,7.15,2.99,1.37,4.8,238.3,6.5,9.61,0.91,0.0606,0.0065,0,33.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000134,2025-10-28,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),26.2,7.81,2.02,20.7,83.0,756.4,72.1,34.81,0.87,0.0159,0.0301,25000,31.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000135,2024-07-16,Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),27.8,8.02,1.54,12.59,71.1,1280.6,147.6,41.93,1.75,0.0075,0.0134,180000,33.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000136,2024-05-05,Pre-Monsoon / Summer,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),23.2,7.12,5.5,8.22,35.1,593.8,22.4,20.16,0.86,0.0033,0.0098,14000,41.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000137,2023-12-07,Winter,Bihar,Patna,Ganga River,River (Surface Water),20.4,7.84,3.57,5.25,19.5,469.2,13.6,11.01,1.0,0.0055,0.0179,8500,29.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000138,2024-04-16,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),31.5,7.49,0.25,45.63,256.8,861.5,83.4,64.62,0.93,0.0166,0.0348,25000,32.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000139,2023-09-06,Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),26.1,8.2,0.53,50.12,192.8,1852.4,189.8,47.73,0.89,0.0194,0.0241,180000,32.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000140,2023-08-23,Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,28.3,7.7,7.38,1.52,6.0,290.7,74.2,9.56,0.34,0.0011,0.0063,80,84.1,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000141,2026-01-11,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),18.6,8.48,0.74,32.48,163.9,1569.7,34.5,40.94,1.22,0.0274,0.0436,1200000,25.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000142,2026-01-21,Winter,Assam,Guwahati,Brahmaputra River,River (Surface Water),20.1,7.2,7.29,2.76,8.1,200.2,6.2,3.82,0.36,0.0017,0.0058,80,78.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000143,2025-04-03,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),27.4,7.55,4.03,7.22,30.9,555.7,14.4,13.49,0.92,0.0038,0.0102,14000,49.2,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000144,2026-07-15,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),30.3,7.42,3.02,5.1,18.4,509.1,113.5,28.59,1.13,0.0115,0.0139,1200,35.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000145,2024-09-23,Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,26.9,7.5,5.83,1.45,4.7,215.7,53.3,5.21,0.37,0.0018,0.0048,600,68.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-000146,2024-06-12,Pre-Monsoon / Summer,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),33.2,7.01,4.33,4.71,14.3,487.9,30.4,25.58,0.81,0.0081,0.0065,1200,47.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000147,2026-06-30,Pre-Monsoon / Summer,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),34.0,7.73,2.26,8.0,40.7,1176.2,65.0,39.02,0.82,0.0104,0.0242,180000,26.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000148,2023-05-02,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),27.2,8.8,0.82,39.64,194.3,1976.6,79.6,26.0,1.39,0.0261,0.023,450000,32.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000149,2025-06-10,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),28.7,7.53,6.31,2.09,7.3,216.2,9.5,2.71,0.47,0.0023,0.0063,600,57.6,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-000150,2023-01-10,Winter,Bihar,Patna,Ganga River,River (Surface Water),18.7,7.62,3.94,6.12,24.1,673.0,15.7,27.98,0.96,0.0075,0.0071,14000,36.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000151,2025-04-17,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),31.4,7.36,7.57,2.93,9.3,237.7,2.4,11.13,0.44,0.0013,0.0036,140,83.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000152,2026-07-20,Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),28.3,8.36,1.69,8.0,36.5,1201.2,226.7,64.69,1.72,0.0104,0.0352,68000,27.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000153,2026-08-22,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),26.2,7.34,4.79,6.0,28.3,613.7,149.8,14.02,0.54,0.0028,0.0075,4800,47.2,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000154,2026-05-18,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),29.2,7.66,5.67,4.69,19.5,455.4,22.3,19.22,0.58,0.0036,0.008,1200,52.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000155,2025-01-22,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),16.8,7.09,4.57,2.03,5.9,351.9,5.7,21.01,0.81,0.012,0.0025,60,45.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000156,2025-06-04,Pre-Monsoon / Summer,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),31.4,8.56,1.77,8.0,41.9,467.1,52.8,31.74,1.41,0.0262,0.0166,1200000,28.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000157,2024-04-08,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),33.4,8.11,0.85,39.21,143.7,1623.3,64.5,39.71,0.97,0.0061,0.029,25000,37.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000158,2024-12-12,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,20.7,8.47,1.48,33.66,202.7,1650.8,72.2,51.26,1.76,0.0252,0.0397,450000,30.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000159,2024-12-28,Winter,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),22.0,9.24,0.85,11.05,52.2,512.0,40.8,55.44,1.61,0.02,0.0365,25000,34.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000160,2024-12-17,Winter,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,23.5,7.56,7.02,1.89,4.8,236.5,5.5,3.56,0.52,0.0037,0.0058,20,96.4,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-000161,2026-05-24,Pre-Monsoon / Summer,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,27.1,7.24,0.16,43.46,247.8,1250.2,57.4,32.32,0.98,0.006,0.0155,25000,34.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000162,2023-03-21,Pre-Monsoon / Summer,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,31.0,8.39,0.0,39.72,139.5,1524.9,44.2,28.59,1.1,0.025,0.0128,180000,32.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000163,2024-04-24,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,32.4,7.83,7.84,2.65,9.4,309.2,7.2,6.3,0.86,0.0027,0.0068,20,77.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000164,2025-06-20,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),33.2,8.22,0.0,60.58,303.8,1575.8,57.2,25.96,1.11,0.0277,0.0247,25000,37.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000165,2025-06-09,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),29.0,7.31,6.53,1.55,6.1,309.7,12.9,7.45,0.73,0.0035,0.0048,140,82.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-000166,2023-01-18,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),19.5,8.55,1.44,17.61,98.7,1109.0,69.2,51.49,1.59,0.0133,0.0531,25000,38.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000167,2026-04-03,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),31.6,8.31,0.07,63.26,241.6,1723.3,28.5,33.38,1.48,0.0082,0.0225,1200000,27.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000168,2023-07-21,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,28.2,8.99,1.04,37.43,217.2,1892.7,275.5,52.94,1.67,0.025,0.0147,450000,36.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000169,2025-01-10,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),15.0,8.27,4.94,5.32,19.5,785.9,32.8,28.16,1.14,0.0055,0.0145,4800,45.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000170,2023-11-15,Post-Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,23.3,9.05,0.29,37.25,164.3,908.9,43.8,44.7,1.51,0.0173,0.0506,180000,36.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000171,2023-08-05,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,27.1,7.18,0.05,46.88,168.5,1943.7,146.3,59.33,0.88,0.0184,0.0395,25000,25.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000172,2025-11-23,Post-Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,23.6,8.37,0.68,30.79,164.2,1619.9,73.6,48.44,1.23,0.0144,0.0337,25000,30.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000173,2023-09-23,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),28.0,8.32,1.63,21.25,131.5,627.9,222.6,37.19,1.42,0.0174,0.0425,25000,29.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000174,2024-12-24,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),16.3,8.63,1.73,10.31,64.7,796.1,31.3,27.07,1.12,0.0229,0.0408,180000,35.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000175,2025-02-13,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),20.4,7.95,4.25,8.03,39.9,385.7,17.3,25.26,0.8,0.0089,0.0115,1200,46.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000176,2026-01-08,Winter,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),19.8,7.91,5.3,5.4,24.8,571.9,33.0,11.31,1.19,0.008,0.0107,1200,42.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000177,2024-02-17,Winter,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),14.5,8.47,4.71,4.51,15.0,817.0,20.8,13.05,0.59,0.0031,0.0099,4800,49.2,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000178,2026-06-29,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),29.2,6.96,3.43,1.61,4.5,519.9,4.6,8.65,0.51,0.0469,0.0082,60,29.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000179,2025-11-01,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),22.7,7.77,1.88,20.37,93.8,803.0,65.3,58.27,1.2,0.0098,0.0412,1200000,30.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000180,2024-02-05,Winter,Telangana,Hyderabad,Musi River,River (Surface Water),18.0,7.83,0.9,36.97,238.5,1550.5,25.9,60.24,1.11,0.0186,0.0274,68000,25.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000181,2024-12-24,Winter,Bihar,Patna,Ganga River,River (Surface Water),18.7,7.59,4.31,4.95,20.4,583.9,13.0,14.66,1.17,0.0092,0.0154,1200,43.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000182,2023-10-09,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),25.6,8.35,0.2,11.75,66.5,989.8,50.5,32.04,1.35,0.0231,0.0403,1200000,32.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000183,2026-02-09,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),19.0,8.55,0.08,39.74,214.1,1316.1,71.9,52.4,0.95,0.013,0.0138,180000,35.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000184,2024-12-23,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,18.9,7.88,0.6,51.06,185.9,1069.5,52.7,58.38,0.86,0.027,0.0184,68000,35.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-000185,2025-01-20,Winter,Bihar,Patna,Ganga River,River (Surface Water),17.0,7.25,5.25,5.97,22.9,534.9,26.4,21.09,0.86,0.0094,0.0075,2400,46.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-000186,2023-09-25,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),25.7,7.57,6.12,5.25,19.9,698.8,75.5,27.55,0.98,0.0098,0.0066,4800,43.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
